Clay tablets|Clay tablets
Film|Film Papyrus|Papyrus
Magnetic disk|Magnetic disk 
Magnetic tape|Magnetic tape
Optical disk|Optical disk
Paper|Paper
Parchment|Parchment
Vinyl disk|Vinyl disk


