RiC-E03|RiC-E03 Ensemble d’objets informationnels
RiC-E04|RiC-E04 Objet informationnel
RiC-E05|RiC-E05 Partie d’objet informationnel
RiC-E06|RiC-E06 Instanciation
RiC-E08|RiC-E08 Personne
RiC-E10|RiC-E10 Famille
RiC-E11|RiC-E11 Collectivité
RiC-E12|RiC-E12 Poste occupé
RiC-E13|RiC-E13 Système
RiC-E14|RiC-E14 Evénement
RiC-E15|RiC-E15 Activité|
RiC-E16|RiC-E16 Règle
RiC-E17|RiC-E17 Mandat
RiC-E18|RiC-E18 Date
RiC-E22|RiC-E22 Lieu
