Association/Foundation|Association/Foundation
Cultural association|Cultural association
Mixt enterprise|Mixt enterprise
Non governmental organisation|Non governmental organisation
Political party|Political party
Private enterprise|Private enterprise
Professional association|Professional association
Public administration|Public administration
Public enterprise|Public enterprise
Religious association|Religious association
Trade Union|Trade Union

